session_date,opening_window_minutes,orh,orl,or_range,prior_rth_vah,prior_rth_val,prior_rth_poc,overnight_vah,overnight_val,overnight_poc,or_vs_prior_rth,or_vs_overnight,retest_prior_rth_during_preib,price_at_ib_vs_prior_rth,ibh,ibl,ib_range
2025-07-02,15,22816.75,22772.25,44.5,22744.25,22671.0,22689.0,22969.25,22831.5,22858.0,above_vah,below_val,False,above_vah,22847.75,22772.25,75.5
2025-07-03,15,23069.5,23041.25,28.25,22841.25,22813.0,22829.0,22997.0,22887.5,22922.0,above_vah,above_vah,False,above_vah,23079.5,23034.75,44.75
2025-07-04,15,22946.0,22930.25,15.75,23078.75,23043.75,23069.0,,,,below_val,unknown,False,below_val,22946.0,22911.0,35.0
2025-07-07,15,22939.5,22916.75,22.75,22841.25,22813.0,22829.0,22938.5,22872.5,22916.75,above_vah,at_vah,False,above_vah,22939.5,22882.75,56.75
2025-07-08,15,22942.75,22872.75,70.0,22917.5,22848.25,22858.5,23111.25,22919.25,23084.5,at_vah,at_val,True,within_value,22942.75,22841.0,101.75
2025-07-09,15,23049.0,22963.0,86.0,22923.25,22879.5,22901.0,23078.0,22962.75,23033.0,above_vah,within_value,True,above_vah,23049.0,22917.0,132.0
2025-07-10,15,22979.25,22935.0,44.25,23012.25,22937.5,22981.75,22957.5,22870.0,22891.0,at_val,at_vah,True,within_value,23001.5,22935.0,66.5
2025-07-11,15,23007.5,22974.0,33.5,23043.0,22980.5,23034.5,,,,at_val,unknown,True,below_val,23007.5,22908.75,98.75
2025-07-14,15,22959.5,22922.5,37.0,,,,23200.0,23132.0,23167.25,unknown,below_val,False,unknown,23022.75,22922.5,100.25
2025-07-15,15,23185.75,23130.75,55.0,23057.5,23004.0,23049.75,23031.5,22970.25,22985.5,above_vah,above_vah,False,above_vah,23185.75,23095.5,90.25
2025-07-16,15,23031.0,22988.5,42.5,23177.0,23108.25,23141.25,23157.5,23082.25,23118.5,below_val,below_val,False,below_val,23045.0,22898.25,146.75
2025-07-17,15,23180.0,23146.75,33.25,23072.25,22953.25,23004.25,23297.75,23249.75,23277.75,above_vah,below_val,False,above_vah,23244.25,23146.75,97.5
2025-07-18,15,23224.25,23190.0,34.25,23273.75,23232.0,23258.5,,,,below_val,unknown,False,below_val,23231.0,23180.5,50.5
2025-07-21,15,23424.5,23401.5,23.0,,,,23360.75,23178.0,23305.25,unknown,above_vah,False,unknown,23424.5,23379.0,45.5
2025-07-22,15,23226.75,23166.75,60.0,23419.5,23372.5,23394.25,23271.5,23185.5,23237.5,below_val,at_val,False,below_val,23230.0,23166.75,63.25
2025-07-23,15,23194.75,23148.0,46.75,23236.25,23191.75,23213.75,23399.5,23344.75,23358.75,at_val,below_val,True,within_value,23218.25,23148.0,70.25
2025-07-24,15,23361.5,23329.0,32.5,23302.75,23198.5,23293.5,23405.25,23357.0,23372.75,above_vah,at_val,False,above_vah,23396.5,23329.0,67.5
2025-07-25,15,23423.25,23393.0,30.25,23415.0,23368.75,23392.75,,,,at_vah,unknown,True,above_vah,23423.25,23390.25,33.0
2025-07-28,15,23518.5,23494.25,24.25,,,,23607.0,23540.5,23586.0,unknown,below_val,False,unknown,23518.5,23437.0,81.5
2025-07-29,15,23576.25,23548.75,27.5,23501.0,23461.75,23487.5,23505.0,23475.25,23483.0,above_vah,above_vah,True,within_value,23576.25,23458.0,118.25
2025-07-30,15,23529.0,23503.5,25.5,23519.75,23456.25,23478.75,23814.75,23669.5,23795.0,at_vah,below_val,True,within_value,23541.25,23475.0,66.25
2025-07-31,15,23657.0,23600.0,57.0,23589.75,23425.0,23534.5,23172.5,22872.25,23112.5,above_vah,above_vah,True,within_value,23657.0,23483.75,173.25
2025-08-01,15,23022.5,22954.5,68.0,23547.25,23306.75,23382.5,,,,below_val,unknown,False,below_val,23022.5,22900.0,122.5
2025-08-04,15,23254.75,23214.5,40.25,,,,23374.0,23316.0,23343.25,unknown,below_val,False,unknown,23254.75,23187.5,67.25
2025-08-05,15,23291.5,23177.5,114.0,23299.0,23219.0,23265.75,23237.0,23150.0,23168.0,at_val,at_vah,True,below_val,23291.5,23138.75,152.75
2025-08-06,15,23263.5,23179.5,84.0,23204.25,23136.75,23162.5,23655.75,23548.75,23610.0,at_vah,below_val,True,above_vah,23331.25,23179.5,151.75
2025-08-07,15,23584.0,23540.25,43.75,23408.5,23226.25,23372.0,23629.0,23516.0,23544.25,above_vah,within_value,False,above_vah,23593.75,23496.75,97.0
2025-08-08,15,23702.75,23670.25,32.5,23533.0,23389.0,23408.25,,,,above_vah,unknown,False,above_vah,23702.75,23643.0,59.75
2025-08-11,15,23761.25,23741.25,20.0,,,,23742.75,23622.0,23641.75,unknown,at_vah,False,unknown,23761.25,23713.75,47.5
2025-08-12,15,23767.5,23742.5,25.0,23799.5,23682.0,23745.0,24057.75,23970.25,23993.5,within_value,below_val,True,above_vah,23861.0,23732.5,128.5
2025-08-13,15,23973.25,23942.5,30.75,23945.5,23840.75,23911.25,23956.5,23896.0,23927.0,at_vah,at_vah,True,within_value,23973.25,23892.25,81.0
2025-08-14,15,23989.25,23950.75,38.5,23951.5,23912.75,23924.5,23924.25,23838.5,23905.75,at_vah,above_vah,True,below_val,24005.5,23862.75,142.75
2025-08-15,15,23862.75,23826.25,36.5,23950.75,23880.5,23920.75,,,,below_val,unknown,False,below_val,23862.75,23786.75,76.0
2025-08-18,15,23788.75,23751.5,37.25,,,,23759.0,23639.25,23684.25,unknown,at_vah,False,unknown,23788.75,23718.75,70.0
2025-08-19,15,23659.0,23562.5,96.5,23784.25,23737.25,23759.25,23447.5,23181.0,23416.0,below_val,above_vah,False,below_val,23659.0,23514.0,145.0
2025-08-20,15,23109.25,23057.25,52.0,23558.0,23426.5,23469.75,23329.0,23223.75,23303.0,below_val,below_val,False,below_val,23228.0,23035.25,192.75
2025-08-21,15,23345.75,23249.0,96.75,23322.25,23152.5,23250.0,23519.25,23158.75,23248.0,at_vah,within_value,True,within_value,23345.75,23204.0,141.75
2025-08-22,15,23625.75,23554.25,71.5,23266.5,23173.75,23208.5,,,,above_vah,unknown,False,above_vah,23650.0,23554.25,95.75
2025-08-25,15,23567.0,23531.25,35.75,,,,23505.0,23441.5,23471.25,unknown,above_vah,False,unknown,23603.75,23531.25,72.5
2025-08-26,15,23549.0,23514.5,34.5,23603.75,23551.5,23572.25,23620.5,23540.5,23598.0,below_val,at_val,True,below_val,23551.5,23503.5,48.0
2025-08-27,15,23616.0,23595.75,20.25,23551.5,23509.0,23542.5,23702.5,23587.0,23619.0,above_vah,within_value,False,above_vah,23616.0,23584.0,32.0
2025-08-28,15,23701.75,23628.75,73.0,23633.0,23570.5,23601.75,23680.25,23467.75,23656.25,at_vah,at_vah,True,above_vah,23754.25,23628.75,125.5
2025-08-29,15,23515.75,23469.0,46.75,23792.5,23703.5,23762.25,,,,below_val,unknown,False,below_val,23515.75,23413.5,102.25
2025-09-01,15,23491.75,23482.75,9.0,,,,23299.5,23060.0,23233.5,unknown,above_vah,False,unknown,23505.0,23479.25,25.75
2025-09-02,15,23261.5,23178.25,83.25,23482.75,23438.75,23456.25,23451.75,23377.5,23433.25,below_val,below_val,False,below_val,23261.5,23095.5,166.0
2025-09-03,15,23515.5,23432.25,83.25,23261.25,23082.25,23163.0,23515.5,23459.25,23469.5,above_vah,at_vah,False,above_vah,23526.0,23420.5,105.5
2025-09-04,15,23530.25,23479.5,50.75,23503.25,23370.25,23428.25,23858.0,23692.0,23783.0,at_vah,below_val,True,above_vah,23556.0,23479.5,76.5
2025-09-05,15,23665.75,23589.25,76.5,23603.0,23492.0,23532.5,,,,at_vah,unknown,True,above_vah,23665.75,23505.0,160.75
2025-09-08,15,23886.75,23851.75,35.0,,,,23849.25,23813.75,23826.75,unknown,above_vah,False,unknown,23888.0,23844.0,44.0
2025-09-09,15,23812.25,23726.5,85.75,23852.5,23763.0,23800.5,23976.75,23905.25,23945.25,at_val,below_val,True,within_value,23812.25,23726.5,85.75
2025-09-10,15,23982.25,23955.25,27.0,23861.25,23768.25,23841.5,23988.0,23917.0,23954.75,above_vah,within_value,False,above_vah,23990.75,23920.75,70.0
2025-09-11,15,24018.0,23961.5,56.5,23965.25,23852.25,23923.5,24049.5,24008.25,24028.75,at_vah,at_val,True,above_vah,24048.75,23961.5,87.25
2025-09-12,15,24088.25,24064.5,23.75,24038.25,24008.75,24025.75,,,,above_vah,unknown,False,above_vah,24115.75,24064.5,51.25
2025-09-15,15,24260.0,24221.0,39.0,,,,24351.25,24284.25,24303.25,unknown,below_val,False,unknown,24278.75,24221.0,57.75
2025-09-16,15,24313.75,24285.0,28.75,24120.25,24079.0,24104.5,24529.75,24468.75,24519.0,above_vah,below_val,False,above_vah,24313.75,24268.0,45.75
2025-09-17,15,24459.75,24423.75,36.0,24301.5,24274.0,24294.5,24747.5,24624.5,24674.0,above_vah,below_val,False,above_vah,24459.75,24403.5,56.25
2025-09-18,15,24809.0,24758.25,50.75,24508.5,24376.0,24409.75,24807.25,24722.25,24782.25,above_vah,at_vah,False,above_vah,24815.75,24731.75,84.0
2025-09-19,15,24790.5,24751.75,38.75,24787.0,24726.75,24746.25,,,,at_vah,unknown,True,below_val,24790.5,24718.75,71.75
2025-09-22,15,24921.5,24890.25,31.25,,,,25014.5,24954.5,25000.0,unknown,below_val,False,unknown,24938.0,24890.25,47.75
2025-09-23,15,24975.0,24946.5,28.5,25023.5,24924.25,24991.25,24872.5,24802.25,24824.5,within_value,above_vah,True,within_value,24975.0,24930.75,44.25
2025-09-24,15,24827.75,24793.25,34.5,24975.0,24822.5,24949.0,24642.5,24447.25,24578.5,at_val,above_vah,True,below_val,24829.75,24777.0,52.75
2025-09-25,15,24647.5,24608.75,38.75,24755.0,24650.0,24724.0,24687.0,24585.0,24600.25,below_val,within_value,True,below_val,24656.75,24583.75,73.0
2025-09-26,15,24642.75,24539.0,103.75,24655.75,24569.5,24622.25,,,,at_val,unknown,True,within_value,24642.75,24539.0,103.75
2025-09-29,15,24961.25,24935.0,26.25,,,,24816.75,24754.25,24794.0,unknown,above_vah,False,unknown,24961.25,24861.5,99.75
2025-09-30,15,24809.5,24752.25,57.25,24868.75,24809.5,24846.0,24838.25,24739.75,24778.75,straddling,within_value,True,below_val,24864.0,24752.25,111.75
2025-10-01,15,24912.0,24874.75,37.25,24853.75,24770.25,24791.25,25093.5,25014.25,25058.5,above_vah,below_val,False,above_vah,24920.75,24874.75,46.0
2025-10-02,15,25090.75,25054.5,36.25,25035.25,24922.75,25019.25,25189.5,25103.75,25146.0,above_vah,below_val,True,within_value,25090.75,24993.75,97.0
2025-10-03,15,25128.5,25078.5,50.0,25122.5,25042.25,25107.25,,,,at_vah,unknown,True,above_vah,25143.0,25078.5,64.5
2025-10-06,15,25152.0,25110.25,41.75,,,,25270.75,25179.5,25237.0,unknown,below_val,False,unknown,25176.75,25110.25,66.5
2025-10-07,15,25231.25,25186.25,45.0,25244.25,25173.25,25199.5,25154.5,25030.75,25088.25,within_value,above_vah,True,below_val,25231.25,25053.75,177.5
2025-10-08,15,25226.0,25194.75,31.25,25087.25,24999.75,25038.25,25343.25,25269.75,25327.5,above_vah,below_val,False,above_vah,25246.5,25172.75,73.75
2025-10-09,15,25253.0,25200.5,52.5,25319.0,25211.0,25249.0,25351.5,25304.25,25328.75,at_val,below_val,True,below_val,25274.25,25193.5,80.75
2025-10-10,15,25348.25,25315.5,32.75,25261.25,25197.5,25217.25,,,,above_vah,unknown,True,below_val,25359.75,24802.75,557.0
2025-10-13,15,24888.5,24795.0,93.5,,,,24725.0,24489.75,24633.5,unknown,above_vah,False,unknown,24888.5,24743.5,145.0
2025-10-14,15,24737.0,24680.5,56.5,24947.75,24863.5,24903.0,25076.75,24872.5,24963.5,below_val,below_val,False,below_val,24768.75,24670.5,98.25
2025-10-15,15,25116.0,25079.0,37.0,24939.0,24732.25,24910.5,25099.25,25012.0,25068.0,above_vah,at_vah,False,above_vah,25116.0,25045.5,70.5
2025-10-16,15,25179.0,25081.25,97.75,25015.5,24784.5,24942.0,24936.0,24643.25,24753.75,above_vah,above_vah,False,above_vah,25179.75,25018.75,161.0
2025-10-17,15,24914.75,24784.25,130.5,24977.0,24666.25,24776.0,,,,within_value,unknown,True,within_value,24914.75,24700.5,214.25
2025-10-20,15,25305.25,25265.0,40.25,,,,25305.25,25233.5,25279.0,unknown,within_value,False,unknown,25333.0,25265.0,68.0
2025-10-21,15,25266.75,25203.0,63.75,25330.75,25297.75,25317.25,25281.0,25210.0,25253.0,below_val,at_val,True,below_val,25303.0,25203.0,100.0
2025-10-22,15,25142.25,25072.0,70.25,25324.75,25263.0,25309.75,25166.25,25030.75,25092.5,below_val,within_value,False,below_val,25191.75,25023.0,168.75
2025-10-23,15,25190.5,25133.25,57.25,25142.25,24931.0,25034.25,25550.5,25375.25,25520.75,at_vah,below_val,True,above_vah,25199.25,25133.25,66.0
2025-10-24,15,25536.0,25468.5,67.5,25283.5,25182.75,25265.75,,,,above_vah,unknown,False,above_vah,25544.5,25432.5,112.0
2025-10-27,15,25891.5,25856.25,35.25,,,,26094.0,25988.25,26056.0,unknown,below_val,False,unknown,25901.75,25850.0,51.75
2025-10-28,15,26052.25,26014.25,38.0,25930.75,25855.5,25903.75,26300.25,26248.0,26269.5,above_vah,below_val,False,above_vah,26056.5,26008.5,48.0
2025-10-29,15,26308.5,26272.0,36.5,26165.5,26008.5,26041.75,26258.5,26010.75,26111.75,above_vah,above_vah,False,above_vah,26308.5,26237.0,71.5
2025-10-30,15,26098.5,26015.5,83.0,26276.5,26183.0,26246.25,26230.75,26108.5,26193.5,below_val,below_val,False,below_val,26098.5,25978.75,119.75
2025-10-31,15,26167.75,26100.5,67.25,26076.25,25975.0,26057.0,,,,above_vah,unknown,False,above_vah,26183.0,26100.5,82.5
2025-11-03,15,26265.75,26155.0,110.75,,,,25890.0,25644.75,25767.25,unknown,above_vah,False,unknown,26265.75,26034.0,231.75
2025-11-04,15,25782.0,25663.0,119.0,26147.75,26070.25,26092.0,25589.5,25440.25,25525.5,below_val,above_vah,False,below_val,25893.75,25663.0,230.75
2025-11-05,15,25577.25,25487.75,89.5,25779.25,25579.25,25663.75,25753.5,25655.75,25731.0,below_val,below_val,True,within_value,25718.0,25487.75,230.25
2025-11-06,15,25684.75,25585.75,99.0,25871.5,25670.0,25856.5,25348.75,25149.5,25247.25,at_val,above_vah,True,below_val,25684.75,25404.25,280.5
2025-11-07,15,25111.5,24917.5,194.0,25425.75,25226.25,25331.5,25216.25,25185.75,25200.75,below_val,below_val,False,below_val,25111.5,24881.75,229.75
2025-11-10,15,25639.75,25524.0,115.75,,,,25767.75,25623.5,25740.5,unknown,at_val,False,unknown,25666.5,25524.0,142.5
2025-11-11,15,25646.0,25583.75,62.25,25676.5,25502.5,25645.0,25813.25,25713.0,25786.75,within_value,below_val,True,within_value,25646.0,25533.0,113.0
2025-11-12,15,25780.5,25637.25,143.25,25676.0,25545.0,25661.5,25677.0,25504.5,25570.5,at_vah,at_vah,True,within_value,25780.5,25561.5,219.0
2025-11-13,15,25501.5,25284.0,217.5,25624.5,25545.0,25595.0,25167.0,24776.75,25131.25,below_val,above_vah,False,below_val,25501.5,25280.75,220.75
2025-11-14,15,24844.75,24626.0,218.75,25275.0,25013.75,25049.0,25162.75,25103.5,25132.25,below_val,below_val,True,below_val,25028.25,24626.0,402.25
2025-11-17,15,25199.25,24955.25,244.0,,,,24846.75,24655.0,24734.0,unknown,above_vah,False,unknown,25254.75,24955.25,299.5
2025-11-18,15,24832.0,24646.75,185.25,25226.5,24947.25,25092.0,24648.0,24517.0,24545.25,below_val,at_vah,False,below_val,24832.0,24430.0,402.0
2025-11-19,15,24758.5,24572.75,185.75,24788.75,24551.0,24737.0,25224.75,25057.5,25146.75,within_value,below_val,True,above_vah,24988.0,24572.75,415.25
2025-11-20,15,25242.25,25145.0,97.25,24772.5,24579.5,24632.25,24234.5,24086.75,24187.5,above_vah,above_vah,False,above_vah,25300.25,25145.0,155.25
2025-11-21,15,24280.0,24152.75,127.25,25310.0,24400.75,25224.75,24341.75,24310.25,24321.5,below_val,below_val,False,below_val,24298.25,24027.0,271.25
2025-11-24,15,24722.25,24513.5,208.75,,,,24960.5,24876.75,24933.75,unknown,below_val,False,unknown,24769.5,24513.5,256.0
2025-11-25,15,24882.0,24719.5,162.5,24993.25,24716.0,24934.25,25218.5,25149.5,25195.75,within_value,below_val,True,within_value,24882.0,24602.0,280.0
2025-11-26,15,25271.0,25189.25,81.75,24965.0,24602.0,24780.0,25323.25,25301.25,25312.5,above_vah,below_val,False,above_vah,25281.5,25134.75,146.75
2025-11-27,15,25318.0,25287.0,31.0,25369.75,25227.0,25334.5,25390.5,25329.25,25344.0,within_value,below_val,True,within_value,25318.0,25287.0,31.0
2025-11-28,15,25421.5,25329.5,92.0,25302.75,25292.75,25298.0,,,,above_vah,unknown,False,above_vah,25421.5,25329.5,92.0
2025-12-01,15,25319.75,25209.0,110.75,25369.75,25227.0,25334.5,25522.5,25395.0,25490.5,at_val,below_val,True,within_value,25389.75,25209.0,180.75
2025-12-02,15,25613.0,25471.25,141.75,25421.25,25267.0,25402.5,25676.0,25578.0,25657.5,above_vah,at_val,False,above_vah,25654.25,25471.25,183.0
2025-12-03,15,25538.0,25451.5,86.5,25640.0,25532.25,25599.0,25664.0,25626.75,25647.25,at_val,below_val,True,within_value,25574.25,25430.0,144.25
2025-12-04,15,25713.25,25550.5,162.75,25634.0,25491.5,25567.75,25747.0,25636.75,25715.75,at_vah,at_val,True,within_value,25713.25,25520.0,193.25
2025-12-05,15,25777.75,25660.5,117.25,25622.25,25561.0,25579.0,25739.75,25731.75,25735.5,above_vah,at_vah,False,above_vah,25867.75,25660.5,207.25
2025-12-08,15,25860.75,25768.0,92.75,,,,25707.25,25646.75,25692.5,unknown,above_vah,False,unknown,25860.75,25656.75,204.0
2025-12-09,15,25653.25,25560.0,93.25,25703.0,25582.5,25639.0,25697.5,25638.5,25679.0,at_val,at_val,True,within_value,25670.0,25560.0,110.0
2025-12-10,15,25663.25,25567.0,96.25,25729.75,25645.25,25701.5,25702.75,25486.5,25672.75,at_val,within_value,True,below_val,25673.0,25567.0,106.0
2025-12-11,15,25649.75,25555.75,94.0,25719.75,25563.25,25631.25,25748.25,25583.25,25669.75,at_val,at_val,True,within_value,25649.75,25390.25,259.5
2025-12-12,15,25620.5,25522.0,98.5,25643.25,25476.75,25497.75,25215.0,25202.0,25211.0,within_value,above_vah,True,below_val,25620.5,25315.0,305.5
2025-12-15,15,25410.0,25285.75,124.25,,,,25033.25,24857.75,24894.25,unknown,above_vah,False,unknown,25410.0,25034.5,375.5
2025-12-16,15,25106.5,24966.0,140.5,25363.5,25151.25,25235.25,25508.0,25348.5,25443.0,below_val,below_val,True,below_val,25164.5,24936.5,228.0
2025-12-17,15,25449.25,25296.75,152.5,25101.0,24982.25,25075.0,25102.0,24892.0,24983.0,above_vah,above_vah,False,above_vah,25449.25,25245.25,204.0
2025-12-18,15,25329.5,25173.0,156.5,25251.25,24922.25,24951.75,25386.0,25271.75,25372.25,at_vah,at_val,True,above_vah,25338.0,25160.75,177.25
2025-12-19,15,25548.75,25356.25,192.5,25345.75,25187.75,25264.5,25594.75,25580.75,25586.0,above_vah,below_val,False,above_vah,25601.0,25356.25,244.75
2025-12-22,15,25795.0,25671.0,124.0,,,,25728.75,25665.75,25697.5,unknown,at_vah,False,unknown,25795.0,25671.0,124.0
2025-12-23,15,25737.5,25638.0,99.5,25716.5,25677.75,25691.75,25822.25,25794.75,25812.5,at_vah,below_val,True,within_value,25751.25,25627.25,124.0
2025-12-24,15,25827.5,25781.75,45.75,25778.5,25668.5,25769.75,,,,above_vah,unknown,False,above_vah,25841.0,25781.75,59.25
2025-12-26,15,25932.5,25864.5,68.0,,,,25870.5,25859.25,25864.25,unknown,at_vah,False,unknown,25935.0,25834.25,100.75
2025-12-29,15,25818.75,25664.25,154.5,,,,25744.5,25710.0,25736.75,unknown,at_vah,False,unknown,25818.75,25661.5,157.25
2025-12-30,15,25733.0,25675.5,57.5,25746.75,25675.75,25691.75,25653.0,25562.75,25621.25,at_val,above_vah,True,within_value,25774.75,25673.5,101.25
2025-12-31,15,25692.25,25608.75,83.5,25739.75,25690.25,25730.0,25458.75,25438.75,25442.75,at_val,above_vah,True,below_val,25692.25,25568.25,124.0
